input_seq,output_seq,text,consistency,metrics
"[0.1, 0.1428571428571428, 0.1428571428571428, 0.1, 0.1, 0.0, 0.2, 0.1666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8636363636363636]","[0.8695652173913043, 0.2191780821917808, 0.1076923076923077]","Over the past [redacted]weeks, national surveillance summaries across Africa have shown a rising trajectory in syndromic respiratory activity, with a pronounced upward momentum observed in many regions. This increase has been noted against a backdrop of regional heterogeneity, with varying intensities reported between West, East, Central, Southern, and North Africa, influenced by seasonal factors and population mobility. Sentinel site reports now indicate this trend has recently stabilized, with activity levels becoming broadly unchanged in the most recent reporting period. This steady phase follows the earlier increase and coincides with the continued co-circulation of other common respiratory pathogens. The current plateau in reported activity, amidst ongoing public health measures and some noted data reporting lags, suggests the period of increasing case detections has passed and a declining trend is now being observed.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.3882800072455543}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6719746022351741, 'r2_linear': 0.5484501339478951, 'diff_z': 0.7212269901516658}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.8513333272012636}, 'future': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.91639866831927}}"
"[0.1428571428571428, 0.1, 0.1, 0.0, 0.2, 0.1666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8636363636363636, 0.8695652173913043, 0.2191780821917808]","[0.1076923076923077, 0.2236842105263158, 0.4175824175824176]","Over the past [redacted]weeks, national surveillance summaries across African regions have indicated a pronounced upward trend in syndromic respiratory activity, with notable heterogeneity observed between West, East, and Southern Africa. This rising trajectory has recently shown a moderate decline, easing back from the elevated levels reported in prior weeks. Sentinel site reports and routine surveillance data, subject to known reporting lags and varying regional completeness, confirm this near-term downward shift. The co-circulation of other respiratory pathogens has been noted in several areas, concurrent with seasonal factors and existing public health guidance. Despite the current decline, the overall observed momentum in the data remains upward, suggesting a return to increasing activity. Access constraints and logistical challenges in certain regions have continued to affect the timeliness of reporting.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.2124064727293793}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7275655930880572, 'r2_linear': 0.47064830775126765, 'diff_z': 0.7991006105288935}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.3605705385443596}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.0510721913688617}}"
"[0.1, 0.0, 0.2, 0.1666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8636363636363636, 0.8695652173913043, 0.2191780821917808, 0.1076923076923077, 0.2236842105263158]","[0.4175824175824176, 0.171875, 0.0441176470588235]","Over the past [redacted]weeks, national surveillance summaries across African regions have indicated a rising trajectory in syndromic respiratory activity, with notable regional heterogeneity observed between West, East, and Southern Africa. This upward momentum has recently stabilized, with reports from sentinel sites now showing a broadly unchanged pattern in the most recent data. The earlier increase coincided with seasonal shifts in weather and population mobility, amidst the co-circulation of other common respiratory pathogens. Current activity appears to be easing back from its peak, as reflected in the latest consolidated reports, which have been compiled despite known variations in reporting cadence and occasional access constraints affecting data flow in certain areas. Public health guidance and vaccination efforts have remained in effect throughout this period.",1,"{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.1966065100083676}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9286121188744955, 'r2_linear': 0.1376795326742266, 'diff_z': 0.8572913501662616}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.0949720679438377}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.2816859754767167}}"
"[0.2, 0.1666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8636363636363636, 0.8695652173913043, 0.2191780821917808, 0.1076923076923077, 0.2236842105263158, 0.4175824175824176, 0.171875]","[0.0441176470588235, 0.0441176470588235, 0.0307692307692307]","Over the past [redacted]weeks, national surveillance summaries and sentinel site reports across Africa have indicated a steady level of syndromic respiratory activity. This broadly unchanged trend has been observed despite regional heterogeneity, with reports from West, East, Central, Southern, and North Africa showing stable conditions. The co-circulation of other common respiratory pathogens has been noted in some areas, consistent with typical seasonal patterns and mobility. Public health guidance and vaccination efforts have remained in effect. While reporting cadence and data completeness have varied, and some access constraints have been noted, the overall assessment from available data confirms a period of sustained, stable activity with no significant shifts in the observed trajectory.",0,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.18190429661279728}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9984079069851682, 'r2_linear': 0.0031816512631225313, 'diff_z': 0.9590096467916115}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.8516684596806278}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.049133341616876845}}"
"[0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8636363636363636, 0.8695652173913043, 0.2191780821917808, 0.1076923076923077, 0.2236842105263158, 0.4175824175824176, 0.171875, 0.0441176470588235, 0.0441176470588235]","[0.0307692307692307, 0.0428571428571428, 0.0]","Over the past [redacted]weeks, national surveillance summaries across Africa have shown a declining trend in reported syndromic respiratory activity. This downward movement has recently stabilized, with current levels appearing broadly unchanged. Regional heterogeneity persists, with variations observed between West, East, Central, Southern, and North Africa, influenced by seasonal factors and local public health measures already in effect. Sentinel site reports continue to note the co-circulation of other respiratory pathogens. While reporting cadence and data completeness have been affected by known logistical and access constraints in some areas, the overall picture from available data indicates a steady and stable situation following the earlier period of decline.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.1671888975932516}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.892784111073743, 'r2_linear': 0.14114790341021843, 'diff_z': 0.8488705972433821}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.20694196348204452}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.10243422081806493}}"
"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8636363636363636, 0.8695652173913043, 0.2191780821917808, 0.1076923076923077, 0.2236842105263158, 0.4175824175824176, 0.171875, 0.0441176470588235, 0.0441176470588235, 0.0307692307692307, 0.0428571428571428]","[0.0, 0.0649350649350649, 0.3333333333333333]","Over the past [redacted]weeks, national surveillance summaries across African regions have shown a clear downward trend in reported syndromic respiratory activity. This decline has recently given way to a broadly unchanged pattern, with current reports indicating a period of stability. However, this steady phase is now being followed by an upward movement in activity. Regional heterogeneity is evident, with some areas experiencing different intensities of illness, influenced in part by seasonal factors and co-circulation of other respiratory pathogens. Public health guidance and vaccination efforts have remained in effect. While reporting cadence and data completeness vary, the overall observed trajectory has shifted from a period of easing back to a stable state, which is now showing rising momentum.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.4501082090009065}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6502196200068918, 'r2_linear': 0.5772144457555959, 'diff_z': 0.6040879665016475}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.31378665568248326}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.118571791818506}}"
"[0.6666666666666666, 0.8636363636363636, 0.8695652173913043, 0.2191780821917808, 0.1076923076923077, 0.2236842105263158, 0.4175824175824176, 0.171875, 0.0441176470588235, 0.0441176470588235, 0.0307692307692307, 0.0428571428571428, 0.0, 0.0649350649350649]","[0.3333333333333333, 0.2, 0.2222222222222222]","Over the past [redacted]weeks, national surveillance summaries across Africa have shown a clear downward trend in reported syndromic respiratory activity. This overall decline has recently transitioned to a broadly unchanged pattern, with current levels appearing stable. Regional heterogeneity persists, with some variation observed between West, East, Central, Southern, and North African reports, influenced by seasonal factors and established public health measures. Sentinel site data, while subject to routine reporting cadence and occasional access constraints, consistently indicate this recent stabilization. Co-circulation of other common respiratory pathogens has been noted in some areas, though the primary syndromic activity has shown little change in the latest reports. The overall situation has remained flat following the earlier period of decline.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.591508758379861}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5951795426567844, 'r2_linear': 0.6457613120007788, 'diff_z': 0.4572082363594804}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.7204470487071604}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.37073572789285897}}"
"[0.8695652173913043, 0.2191780821917808, 0.1076923076923077, 0.2236842105263158, 0.4175824175824176, 0.171875, 0.0441176470588235, 0.0441176470588235, 0.0307692307692307, 0.0428571428571428, 0.0, 0.0649350649350649, 0.3333333333333333, 0.2]","[0.2222222222222222, 0.2222222222222222, 0.0]","Over the past [redacted]weeks, national surveillance summaries across Africa have shown a declining trend in reported syndromic respiratory activity. This downward movement has recently stabilized, with the latest reports indicating a period of broadly unchanged activity. Regional heterogeneity has been observed, with some variation in the pace of decline between West, East, Central, Southern, and North Africa. This overall pattern has unfolded against a backdrop of typical seasonal influences and ongoing public health guidance. Co-circulation of other respiratory pathogens has been noted in some sentinel site reports, while data completeness has been affected by known reporting lags and, in certain areas, access constraints. The observed easing back in activity is a consistent feature of the compiled data.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.5120984812469669}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.8832609044220207, 'r2_linear': 0.21985017471367496, 'diff_z': 0.6892342052921969}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.23200988113219775}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.0055212484325944}}"
"[0.0441176470588235, 0.0441176470588235, 0.0307692307692307, 0.0428571428571428, 0.0, 0.0649350649350649, 0.3333333333333333, 0.2, 0.2222222222222222, 0.2222222222222222, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.1428571428571428]","Over the past [redacted]weeks, syndromic surveillance systems across Africa have reported a steady level of respiratory illness activity. National summaries and sentinel site reports now indicate a clear upward shift in recent reporting, with elevated momentum observed across several regions. This increasing activity has been noted amidst typical seasonal factors, including rainy periods in some areas and increased population mobility. The co-circulation of multiple respiratory pathogens has been documented in surveillance reports, while public health guidance and vaccination efforts have remained in effect. Regional heterogeneity persists, with varying reporting cadence and data completeness influenced by local access constraints. The overall trajectory for respiratory syndromes has moved higher, marking a departure from the previously stable pattern.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.05019203719404702}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9998788753185394, 'r2_linear': 0.00024223467922168673, 'diff_z': 0.5659250647382855}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.4982999921607258}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.3484699929426305}}"
"[0.0307692307692307, 0.0428571428571428, 0.0, 0.0649350649350649, 0.3333333333333333, 0.2, 0.2222222222222222, 0.2222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]","[0.1428571428571428, 0.1428571428571428, 0.0]","Over the past [redacted]weeks, national surveillance summaries and sentinel site reports from across Africa have indicated a steady level of syndromic respiratory activity. This broadly unchanged trend has been observed despite regional heterogeneity, with some areas experiencing co-circulation of other common respiratory pathogens. The overall stable pattern has persisted through seasonal transitions and periods of varying mobility, while public health guidance and vaccination efforts have remained in effect. Reporting cadence and data completeness have varied, with some access constraints noted in specific regions. The latest analyses of this observed activity now show a clear downward shift, with the overall trend moving lower as the period concludes.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.16964003853612628}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9986154962457697, 'r2_linear': 0.0027670906464043465, 'diff_z': 0.6779015226767486}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.12723829112879925}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.1451446201574722}}"
"[0.2222222222222222, 0.2222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.1428571428571428, 0.1428571428571428, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.25]","Over the past [redacted]weeks, national surveillance summaries across Africa have shown a clear downward trajectory in reported syndromic respiratory activity. This declining trend has recently stabilized, with current levels appearing broadly unchanged. Regional heterogeneity persists, with varying reports from sentinel sites in West, East, Central, Southern, and North Africa, influenced by seasonal factors and domestic mobility. Co-circulation of other respiratory pathogens has been noted in some areas. While public health guidance and vaccination efforts have been ongoing, reporting cadence and data completeness have been affected by known logistical lags and, in some regions, access constraints. Despite the recent steady period, the overall observed momentum is now upward.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.0003621841638481}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9506715996673294, 'r2_linear': 0.09622350957487236, 'diff_z': 0.6206742263251861}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.7564467133338206}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.269340139998058}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.1428571428571428, 0.1428571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.7142857142857143, 0.3333333333333333]","Over the past [redacted]weeks, national surveillance summaries from across Africa have indicated a period of steady respiratory and syndromic activity, which has recently shown a rising trend. This upward shift has been observed with regional heterogeneity, as reports from sentinel sites in West, East, Central, Southern, and North Africa have varied in intensity. The co-circulation of other respiratory pathogens has been noted in some areas, coinciding with seasonal patterns and increased population mobility. Public health guidance and existing vaccination efforts have remained in effect. While reporting cadence and data completeness have been affected by known logistical and access constraints in certain regions, the overall activity, after its recent increase, is now being reported as broadly unchanged, indicating a return to a stable pattern.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.3029117473061098}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9955789035455428, 'r2_linear': 0.00882264680199596, 'diff_z': 0.5436877515751024}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 4.585747285606668}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.8834925963082161}}"
