input_seq,output_seq,text,consistency,metrics
"[5.9, 6.1, 5.7, 6.0, 7.6, 7.9, 7.1, 6.0, 5.3, 5.6, 5.3, 4.1, 4.0, 3.3]","[3.8, 3.9, 4.4]","Over the past fourteen months, the U.S. unemployment situation has shown a clear declining trend, moving lower as labor demand has shifted across various sectors. This overall easing has recently stabilized, with conditions remaining broadly unchanged in the near term. Official reports have consistently documented differences in unemployment levels across racial groups, with some groups historically experiencing higher rates than others. These reported disparities have persisted even as the broader measure has fallen, reflecting patterns long structured in government data releases. The current labor landscape appears stable, shaped by previously observed factors including resolved labor actions, seasonal hiring patterns, and ongoing logistical constraints.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.1514887278053654}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7449248964537795, 'r2_linear': 0.4450868986424721, 'diff_z': 0.48727399804702687}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.18475805759283143}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.47509214809513906}}"
"[5.7, 6.0, 7.6, 7.9, 7.1, 6.0, 5.3, 5.6, 5.3, 4.1, 4.0, 3.3, 3.8, 3.9]","[4.4, 4.2, 3.8]","Over the past fourteen months, U.S. unemployment has followed a clear downward trajectory, a trend observed across most major industry sectors. This broad decline has recently stabilized, with the overall rate now appearing broadly unchanged in the near term. Official reports have consistently documented differences in labor market outcomes across racial groups throughout this period. While all major groups have seen their unemployment situations improve during the general decline, a persistent gap has remained a feature of the data, with one group historically experiencing higher joblessness than another. The current stability suggests these established patterns are holding, with no significant recent shifts in the relative positions of these demographic segments. The labor market continues to reflect the influence of previously documented factors, including sectoral demand shifts and typical seasonal patterns.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.7949713272591885}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.3870139639438597, 'r2_linear': 0.6740941598084573, 'diff_z': 0.2964794547148442}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.2248302531587571}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.28906746834653974}}"
"[7.6, 7.9, 7.1, 6.0, 5.3, 5.6, 5.3, 4.1, 4.0, 3.3, 3.8, 3.9, 4.4, 4.2]","[3.8, 3.2, 2.9]","Over the past fourteen months, the U.S. labor market has seen a pronounced easing in unemployment, a trend that has recently stabilized. This broad decline has been observed across many sectors, reflecting previously documented shifts in labor demand and the resolution of various disruptions. However, the overall improvement has not been uniformly distributed across all demographic groups. Official reports continue to show persistent differences in unemployment levels among racial categories, with some groups experiencing higher rates than others even as the aggregate situation has improved. The labor market is now broadly unchanged in the near term, with conditions appearing stable. This observed pattern of a significant past decline followed by recent steadiness, alongside ongoing demographic disparities, defines the current employment landscape.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.835650982831212}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.4762719310065484, 'r2_linear': 0.7731650477349863, 'diff_z': 0.36329059262198965}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.6019226485599631}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.6250735196574855}}"
"[7.1, 6.0, 5.3, 5.6, 5.3, 4.1, 4.0, 3.3, 3.8, 3.9, 4.4, 4.2, 3.8, 3.2]","[2.9, 3.4, 3.3]","Over the past fourteen months, the U.S. unemployment situation has shown a clear declining trend, moving lower as labor demand has shifted across several sectors. This broad easing has recently stabilized, with conditions remaining broadly unchanged in the most recent period. The overall picture is now one of stability, with no significant near-term movement observed. Official reports continue to document persistent differences in unemployment conditions across racial groups, with some groups historically experiencing higher levels than others. These reported disparities have remained a feature of the labor market landscape throughout this period of overall improvement and subsequent steadiness. The observed patterns reflect a range of documented factors, including established sectoral hiring and previously recorded seasonal adjustments.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.6866331275846855}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5531381137293299, 'r2_linear': 0.6940382271394123, 'diff_z': 0.47605823516597223}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.49263737768419}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.3694780332625883}}"
"[5.3, 5.6, 5.3, 4.1, 4.0, 3.3, 3.8, 3.9, 4.4, 4.2, 3.8, 3.2, 2.9, 3.4]","[3.3, 2.9, 3.0]","Over the past fourteen months, the U.S. labor market has experienced a pronounced easing in unemployment, a trend that has recently stabilized. This broad decline has been observed across most major industry sectors, reflecting shifts in labor demand and previously documented hiring patterns. However, official reports continue to show significant differences in labor market outcomes across racial groups. The unemployment rate for one major demographic group has consistently remained higher than the national average, while the rate for another has tracked more closely to it. These reported disparities have persisted even as the overall employment situation has improved and subsequently held broadly unchanged. The current period shows little change from the prior month, indicating a stable near-term condition for the labor market as a whole.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.5532796530593833}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.6108602865919419, 'r2_linear': 0.6268497102639133, 'diff_z': 0.5518735544803668}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.1258658983902592}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.37759769517021063}}"
"[5.3, 4.1, 4.0, 3.3, 3.8, 3.9, 4.4, 4.2, 3.8, 3.2, 2.9, 3.4, 3.3, 2.9]","[3.0, 2.8, 3.2]","Over the past fourteen months, the U.S. unemployment situation has followed a pronounced downward trajectory, a trend that has recently stabilized and is now broadly unchanged. This easing in joblessness has been observed across many sectors, reflecting previously documented shifts in labor demand and hiring patterns. Official reports continue to show differences in unemployment conditions across racial groups, with the relative gaps between these groups remaining a persistent feature of the labor market landscape. These reported disparities have been little changed in the near term, even as the overall picture has improved. The current labor market appears stable, with no significant deviation from this steady condition indicated by recent data.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.2140426834847964}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6431622778282471, 'r2_linear': 0.5325914339514461, 'diff_z': 0.6456663680450037}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.2997736708780369}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.29977367087758794}}"
"[4.0, 3.3, 3.8, 3.9, 4.4, 4.2, 3.8, 3.2, 2.9, 3.4, 3.3, 2.9, 3.0, 2.8]","[3.2, 2.9, 3.7]","Over the past fourteen months, the U.S. unemployment situation has followed a clear downward trajectory, reflecting a sustained period of easing joblessness. This declining trend has recently stabilized, with conditions remaining broadly unchanged in the near term. Official reports have consistently documented that this pattern is not uniform across all groups, with observed differences in unemployment levels persisting among various racial segments as structured in federal data. These disparities have been a feature of the labor market throughout this period, even as the overall picture has improved. The current labor landscape appears stable, shaped by previously reported sectoral shifts in hiring, resolved labor actions, and the ongoing influence of established economic policies and programs.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.7429697721050534}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.5236803944607358, 'r2_linear': 0.5157753802563916, 'diff_z': 0.5303688023226817}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.5495850632764028}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.7494341771939695}}"
"[3.8, 3.9, 4.4, 4.2, 3.8, 3.2, 2.9, 3.4, 3.3, 2.9, 3.0, 2.8, 3.2, 2.9]","[3.7, 3.8, 3.3]","Over the past fourteen months, the U.S. unemployment situation has followed a clear trajectory, moving from a period of sustained decline into a recent phase of increasing joblessness, with conditions now appearing broadly unchanged. This overall pattern has been shaped by previously documented shifts in sectoral hiring, seasonal workforce adjustments, and resolved labor disputes. Official reports have consistently highlighted distinct differences across racial groups throughout this period. While all major groups saw their unemployment rates falling during the extended period of improvement, the recent upward movement has also been reflected in these reported demographic patterns. The labor market's current stability follows these observed fluctuations, which have been influenced by a combination of factors including policy implementations, supply chain constraints, and standard statistical variations in data collection.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.527275580401155}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5767820528466922, 'r2_linear': 0.6486384138176196, 'diff_z': 0.607782882164552}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.2205070885743436}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.7708465822563247}}"
"[4.4, 4.2, 3.8, 3.2, 2.9, 3.4, 3.3, 2.9, 3.0, 2.8, 3.2, 2.9, 3.7, 3.8]","[3.3, 3.0, 2.9]","Over the past fourteen months, the U.S. labor market has seen a declining unemployment trend, a pattern that has recently stabilized and remains broadly unchanged. This overall easing has been observed alongside persistent differences across major racial groups as structured in official reporting, with some groups historically experiencing higher rates continuing to show a slower pace of improvement. The recent steady conditions reflect a labor market where hiring and separations across various sectors have balanced out, following previously documented shifts in labor demand and resolved disruptions. The current stability suggests the earlier period of consistent decline has given way to a more flat national picture, with the established demographic disparities in unemployment outcomes continuing to be reported.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.2939210487892627}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.8622046615719257, 'r2_linear': 0.17800448033030303, 'diff_z': 0.6522548003717142}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.7708465822574802}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.770846582256324}}"
"[3.8, 3.2, 2.9, 3.4, 3.3, 2.9, 3.0, 2.8, 3.2, 2.9, 3.7, 3.8, 3.3, 3.0]","[2.9, 3.2, 3.3]","Over the past fourteen months, the U.S. labor market has shown a steady trend in unemployment conditions, a pattern that has remained broadly unchanged in the near term. Official reports have consistently documented differences across racial groups, with some groups experiencing higher levels of joblessness than others as structured in government data. This observed stability has unfolded alongside previously reported sectoral shifts in hiring and layoffs, the effects of seasonal workforce adjustments, and the documented influence of various economic policies and supply chain constraints. While the overall situation has been stable, underlying data suggests conditions are now on a rising trajectory. These patterns are based on official surveys and data collections, which account for typical sampling variability and revisions.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.03083386329027342}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.8914353820228079, 'r2_linear': 0.00011502516240824434, 'diff_z': 0.9546638441796814}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.6295247088431246}, 'future': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.0791852151580208}}"
"[2.9, 3.4, 3.3, 2.9, 3.0, 2.8, 3.2, 2.9, 3.7, 3.8, 3.3, 3.0, 2.9, 3.2]","[3.3, 3.1, 2.7]","Over the past fourteen months, the U.S. unemployment situation has remained broadly unchanged, reflecting a stable labor market. This steady trend has been observed across various sectors, with hiring and layoff activity consistent with previously documented patterns. Official reports continue to show persistent differences in unemployment conditions across racial groups, with one group historically experiencing higher rates than another. These reported disparities have remained a feature of the labor landscape throughout the period. The overall stability has held even as the economy has absorbed the effects of known factors, including seasonal workforce adjustments and resolved labor disputes. More recently, the labor market has shown signs of a downward shift in unemployment, indicating a potential easing of conditions ahead.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.4681285336469895}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9894081212404381, 'r2_linear': 0.0210715696177024, 'diff_z': 1.0545752681059197}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.0}, 'future': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.006265144198495}}"
"[3.3, 2.9, 3.0, 2.8, 3.2, 2.9, 3.7, 3.8, 3.3, 3.0, 2.9, 3.2, 3.3, 3.1]","[2.7, 2.4, 2.5]","Over the past fourteen months, the U.S. unemployment situation has been broadly unchanged, reflecting a stable labor market. This period of overall steadiness has recently given way to a pronounced downward shift in joblessness. The easing trend has been observed across various sectors, influenced by previously documented factors including shifts in labor demand and resolved seasonal patterns. Official reports continue to show differences in unemployment conditions among racial groups, with some groups historically experiencing higher rates than others. These reported disparities have persisted throughout the period, even as the overall measure has moved lower. The underlying data, subject to typical revisions and sampling variability, currently suggests a return to a more stable trend following this recent decline.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.4588542946078813}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9898257779998488, 'r2_linear': 0.02024492920100618, 'diff_z': 1.0205287823219387}, 'near_term': {'direction': 'falling', 'severity': 'pronounced', 'delta_z': -2.327521784243017}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.6982565352718586}}"
"[3.0, 2.8, 3.2, 2.9, 3.7, 3.8, 3.3, 3.0, 2.9, 3.2, 3.3, 3.1, 2.7, 2.4]","[2.5, 2.5, 3.4]","Over the past fourteen months, the U.S. unemployment situation has remained broadly unchanged, reflecting a stable trend in the labor market. This period of little change has been observed across various sectors, with previously documented hiring, layoffs, and other labor demand shifts contributing to the overall steady conditions. Official reports have consistently shown differences in unemployment across racial groups, with certain groups experiencing persistently higher levels than others, a pattern that has remained stable throughout this period. The underlying data, which accounts for typical seasonal patterns and other observed disruptions, confirms this flat trajectory. While the immediate [redacted] remains stable, the observed conditions are consistent with a labor market where unemployment has recently begun moving higher.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.9990014975015113}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9508091699629928, 'r2_linear': 0.09596192230973244, 'diff_z': 0.8606782132321245}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.18648027953362628}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.5174837737001874}}"
"[3.2, 2.9, 3.7, 3.8, 3.3, 3.0, 2.9, 3.2, 3.3, 3.1, 2.7, 2.4, 2.5, 2.5]","[3.4, 3.2, 2.9]","Over the past fourteen months, U.S. unemployment has followed a clear trajectory, moving lower after a period of sustained decline. This downward trend has recently been interrupted by a moderate upward shift, reflecting adjustments in sectoral hiring and documented seasonal patterns. Official reports have consistently highlighted differences in labor market outcomes across racial groups, with some groups historically experiencing higher rates of joblessness than others. These reported disparities have persisted even as the broader measure has eased, and the recent firming in the headline figure has been observed across multiple demographic segments. The overall pattern, however, remains one of a labor market that had been steadily improving before this near-term interruption, with conditions now appearing to resume a downward path.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.2793545204811347}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7074155949863474, 'r2_linear': 0.499563175967883, 'diff_z': 0.6568358709926044}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.7077732645807708}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.2198380461272929}}"
"[3.7, 3.8, 3.3, 3.0, 2.9, 3.2, 3.3, 3.1, 2.7, 2.4, 2.5, 2.5, 3.4, 3.2]","[2.9, 2.8, 2.5]","Over the past fourteen months, the U.S. unemployment situation has followed a rising trajectory, reflecting previously documented shifts in labor demand across sectors, seasonal workforce adjustments, and observed supply chain constraints. More recently, this measure has stabilized and is now broadly unchanged. The overall trend remains steady, with no indication of a near-term shift. Official reports have consistently highlighted differences in labor market outcomes across racial groups, with some groups historically experiencing higher unemployment levels than others. These reported disparities have persisted throughout the period, moving in concert with the broader national trend from increasing to a flat reading. The current labor market picture is one of stability, shaped by established policy frameworks and already-resolved operational disruptions.",0,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.762622423063377}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.8374160229805867, 'r2_linear': 0.2987344044523105, 'diff_z': 0.6437723518940874}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.7173463349676993}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.9564617799554953}}"
