input_seq,output_seq,text,consistency,metrics
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.697291, 0.784777, 0.902906, 1.13792, 1.01551, 1.0009, 1.13895]","[1.44938, 1.13908, 1.16023]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward movement in reported ILI has recently shifted to a broadly unchanged pattern, with current levels stabilizing. Laboratory surveillance continues to confirm the presence of influenza viruses, alongside other seasonal respiratory pathogens, contributing to the overall respiratory illness burden. This recent steadying of activity coincides with typical seasonal factors, including established school schedules and the ongoing implementation of public vaccination campaigns. Current conditions reflect the latest available data, which accounts for standard reporting timelines. The national situation has remained stable in the most recent observations.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.790661603559652}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.3854438296781433, 'r2_linear': 0.8344460828424682, 'diff_z': 0.21027501667298396}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.38261940597682037}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.5593905646336682}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.697291, 0.784777, 0.902906, 1.13792, 1.01551, 1.0009, 1.13895, 1.44938, 1.13908]","[1.16023, 1.17127, 1.49061]","Over the past [redacted]weeks, a pronounced decline in influenza-like illness activity has been observed across outpatient reporting sites, marking a sustained downward trend in care-seeking for these symptoms. This easing back has recently stabilized, with current levels of ILI activity remaining broadly unchanged. Laboratory surveillance has confirmed this pattern, reflecting a period of stable, low-level viral circulation that has been consistent across most regions. This co-circulation of respiratory viruses, including RSV and COVID-[redacted], has occurred alongside typical seasonal factors and established vaccination efforts. The overall picture is one of a flu season that has moved substantially lower and has now settled into a steady state, with reporting reflecting this stable, post-peak phase.",0,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.8137825226871334}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': 0.35468110310964623, 'r2_linear': 0.8581886052020796, 'diff_z': 0.28255671927828724}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.05701466231069179}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.5967213558873722}}"
"[0.0, 0.0, 0.0, 0.697291, 0.784777, 0.902906, 1.13792, 1.01551, 1.0009, 1.13895, 1.44938, 1.13908, 1.16023, 1.17127]","[1.49061, 1.84288, 1.8239]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers. This upward trajectory has continued with increasing momentum in the most recent reports, reflecting a sustained period of elevated transmission. Laboratory surveillance has confirmed widespread influenza virus circulation, often noted alongside other respiratory pathogens in a context of co-circulation. This activity has unfolded against a backdrop of typical seasonal factors, including shifts in school schedules and weather patterns, while public health vaccination campaigns have been actively promoted. Current reporting, accounting for known data lags, indicates this elevated activity has now stabilized, with levels appearing broadly unchanged in the latest assessments.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.7819201905988966}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5058237809877649, 'r2_linear': 0.7441423025862293, 'diff_z': 0.34046125853547443}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.2046047378044717}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.7140390080606297}}"
"[0.0, 0.697291, 0.784777, 0.902906, 1.13792, 1.01551, 1.0009, 1.13895, 1.44938, 1.13908, 1.16023, 1.17127, 1.49061, 1.84288]","[1.8239, 2.54354, 3.61581]","Over the past [redacted]weeks, a pronounced upward trend in influenza-like illness activity has been observed across the United States. Outpatient healthcare visits for ILI have shown increasing momentum, a pattern that has continued in the most recent reports. This upward trajectory is supported by consistent virologic surveillance data indicating widespread and elevated influenza transmission, with noted regional variations. The co-circulation of other respiratory viruses has been a feature of the current season, and the sustained rise has occurred alongside typical seasonal factors, including school schedules and cooler weather. Public health systems continue to monitor this increasing activity, which has been tracked through established reporting channels where guidance on vaccination remains actively in effect.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.7474569191567206}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5236227794199916, 'r2_linear': 0.7258191848712613, 'diff_z': 0.513826161919653}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.8292528952831546}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 4.3723856232841545}}"
"[0.784777, 0.902906, 1.13792, 1.01551, 1.0009, 1.13895, 1.44938, 1.13908, 1.16023, 1.17127, 1.49061, 1.84288, 1.8239, 2.54354]","[3.61581, 4.07912, 5.0776]","Over the past fourteen weeks, a pronounced upward trend in influenza-like illness activity has been observed across outpatient healthcare sites in the United States. This increasing trajectory has been consistently reported, with recent data confirming a continuation of this elevated momentum. Laboratory surveillance has indicated sustained and widespread viral circulation, contributing to the rising share of ILI visits. This activity has unfolded against a backdrop of typical seasonal factors, including shifts in school schedules and weather, as well as the noted co-circulation of other respiratory viruses. The consistent upward movement in reported illness aligns with established reporting patterns and reflects care-seeking behavior at sentinel providers. Public health vaccination campaigns and related guidance have remained actively in effect throughout this period of increasing activity.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.730327489821651}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5321682605404686, 'r2_linear': 0.7167969424721797, 'diff_z': 0.45721341526222103}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 4.8307983470311875}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 3.2283084733783873}}"
"[1.13792, 1.01551, 1.0009, 1.13895, 1.44938, 1.13908, 1.16023, 1.17127, 1.49061, 1.84288, 1.8239, 2.54354, 3.61581, 4.07912]","[5.0776, 5.04884, 4.69331]","Over the past fourteen weeks, a pronounced upward trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This increasing trajectory has been consistently reported, with recent data confirming a continued rise in the share of visits for ILI symptoms. Laboratory surveillance has indicated widespread viral circulation, often noted alongside other respiratory pathogens in a context of co-circulation. This elevated activity has unfolded against a backdrop of typical seasonal factors, including school schedules and cooler weather, while public health vaccination campaigns have been actively promoted. The latest available data, accounting for standard reporting lags, now show this upward momentum stabilizing, with activity appearing to level off at its current heightened state.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.665674827578725}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5628035688195258, 'r2_linear': 0.683252142923363, 'diff_z': 0.3139629016894678}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.6089778778180794}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.4048960827535856}}"
"[1.0009, 1.13895, 1.44938, 1.13908, 1.16023, 1.17127, 1.49061, 1.84288, 1.8239, 2.54354, 3.61581, 4.07912, 5.0776, 5.04884]","[4.69331, 4.23423, 4.02363]","Over the past [redacted]weeks, a pronounced upward trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This rising trajectory in ILI patient visits has recently stabilized, with current levels holding broadly unchanged. Laboratory surveillance confirms sustained, widespread influenza virus circulation, which has been a primary driver of this activity, even amid ongoing reports of other respiratory viruses. The recent steady national picture follows typical seasonal patterns, including shifts in school schedules and holiday periods that can influence care-seeking behavior. Public health systems continue to monitor this situation closely, relying on established reporting networks that account for known data lags, while vaccination campaigns previously launched remain a key part of the public health response.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.9025379550701853}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.43580974802896155, 'r2_linear': 0.8100698635226755, 'diff_z': 0.2546763773976956}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.29058270911055767}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.4653993462245394}}"
"[1.44938, 1.13908, 1.16023, 1.17127, 1.49061, 1.84288, 1.8239, 2.54354, 3.61581, 4.07912, 5.0776, 5.04884, 4.69331, 4.23423]","[4.02363, 2.99348, 2.37759]","Over the past [redacted]weeks, influenza-like illness activity across the United States has shown a clear upward trajectory, with a rising share of outpatient visits for ILI reported by surveillance sites. This increasing trend has recently stabilized, with activity appearing broadly unchanged in the most recent reports. This observed leveling follows a period of elevated momentum and coincides with typical seasonal factors, including established school schedules and the ongoing effects of vaccination campaigns. While regional variations in transmission and the co-circulation of other respiratory viruses have been noted, the overall national picture has shifted from a pronounced rise to a steady state. The latest available data, accounting for standard reporting cadences, indicates this plateau, suggesting the period of increasing activity [redacted] have passed its peak.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.8923202636959218}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.3785724557666288, 'r2_linear': 0.8487727569121968, 'diff_z': 0.2550629464243799}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.9871068360481654}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.0639005799660501}}"
"[1.16023, 1.17127, 1.49061, 1.84288, 1.8239, 2.54354, 3.61581, 4.07912, 5.0776, 5.04884, 4.69331, 4.23423, 4.02363, 2.99348]","[2.37759, 2.01715, 1.37688]","Over the past [redacted]weeks, the national level of influenza-like illness has shown a clear upward trajectory, with a rising share of outpatient visits for ILI symptoms. This increasing activity has been observed across numerous reporting sites and has been supported by consistent virologic surveillance data indicating widespread circulation. In recent weeks, however, this upward momentum has abated, and activity has now stabilized, remaining broadly unchanged. This current steady plateau in ILI levels coincides with typical seasonal factors, including established school schedules and the ongoing effects of annual vaccination efforts. The observed co-circulation of other respiratory viruses has also been a noted feature of the epidemiological landscape. The latest data, accounting for standard reporting cadences, confirms this shift to a stable national picture after the preceding period of elevated momentum.",1,"{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.6772712492714115}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.40581890308679547, 'r2_linear': 0.6215722928168649, 'diff_z': 0.2198617383946117}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.8644357762436634}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.47359145666758456}}"
"[1.49061, 1.84288, 1.8239, 2.54354, 3.61581, 4.07912, 5.0776, 5.04884, 4.69331, 4.23423, 4.02363, 2.99348, 2.37759, 2.01715]","[1.37688, 0.88283, 0.613811]","Over the past fourteen weeks, influenza-like illness activity across the United States has remained broadly unchanged. Outpatient surveillance indicates that the share of visits for ILI has been stable, with care-seeking patterns at reporting sites showing little change. Laboratory data confirm that influenza virus circulation has been steady, with regional variations in transmission that have been previously noted. This activity has persisted amid the typical backdrop of co-circulating respiratory viruses and established seasonal factors, including school schedules and recent weather shifts. The observed stability has occurred alongside ongoing vaccination efforts and public health guidance that have been in effect. The overall picture, accounting for the standard reporting cadence and known data lags, is one of a flat national trend for ILI.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.66963515753822}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7155581149939276, 'r2_linear': 0.07766775043387919, 'diff_z': 0.31290224587864607}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.9156556543791445}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.4642890552816865}}"
"[1.8239, 2.54354, 3.61581, 4.07912, 5.0776, 5.04884, 4.69331, 4.23423, 4.02363, 2.99348, 2.37759, 2.01715, 1.37688, 0.88283]","[0.613811, 0.42177, 0.615513]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward movement in reported ILI has recently shifted to a broadly unchanged pattern, with current levels stabilizing after the prior period of increase. The national picture reflects this steady state, even as regional variations in transmission and virologic signals persist. This activity has unfolded against a backdrop of typical seasonal factors, including established school schedules and the ongoing co-circulation of other respiratory viruses. Vaccination campaigns have been underway, and public health guidance remains in effect. The current assessment, accounting for standard reporting cadences, indicates that ILI activity has held stable in the near term.",0,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.1355605077344946}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7329272131569542, 'r2_linear': 0.18753073933711628, 'diff_z': 0.34861683539649374}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.5325487889616805}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.0010355812804470129}}"
"[3.61581, 4.07912, 5.0776, 5.04884, 4.69331, 4.23423, 4.02363, 2.99348, 2.37759, 2.01715, 1.37688, 0.88283, 0.613811, 0.42177]","[0.615513, 0.302287, 0.522623]","Recent national surveillance of influenza-like illness has shown a clear declining trajectory in outpatient visits over the past several weeks. This downward trend has now broadly leveled off, with current activity appearing stable across most reporting sites. Laboratory data confirm that influenza virus circulation has eased back from earlier peaks, though regional differences in transmission persist. This period of stabilization has coincided with typical seasonal patterns, including the conclusion of major holiday gatherings and the full implementation of school schedules. Co-circulation of other respiratory viruses has been noted, while public health vaccination campaigns have continued as planned. Overall, ILI activity has moved lower and is now holding steady, with no significant shifts observed in the most recent data accounting for standard reporting cadences.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.3486723017907405}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.3580066054505814, 'r2_linear': 0.8053857966270341, 'diff_z': 0.23721004148234945}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.08031370549357689}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.046823393704154746}}"
"[5.0776, 5.04884, 4.69331, 4.23423, 4.02363, 2.99348, 2.37759, 2.01715, 1.37688, 0.88283, 0.613811, 0.42177, 0.615513, 0.302287]","[0.522623, 0.529526, 0.0]","Over the past [redacted]weeks, a pronounced decline in influenza-like illness activity has been observed across outpatient reporting sites. This downward trend in ILI visit share has recently given way to a broadly unchanged national picture, with current levels stabilizing. Laboratory surveillance confirms this recent steadiness, reflecting a period of lower transmission following the winter season. This pattern has been noted across most regions, even with the continued co-circulation of other respiratory viruses. The current stable activity coincides with the conclusion of major holiday periods and typical winter weather patterns. Public health guidance and vaccination campaigns have remained in effect, and reporting continues to reflect established care-seeking patterns. The overall situation has remained little changed in the most recent reporting period.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.243664330805761}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': 0.1471125405742116, 'r2_linear': 0.9572022748588306, 'diff_z': 0.15948406768267373}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.03847447304110831}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.20987656981361477}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.977255, 1.06706, 0.942688]","[1.01621, 1.19439, 1.24149]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward trajectory in ILI patient visits has recently shown a shift to broadly unchanged levels in the most recent reporting period. The current national picture is one of stable activity, with this pattern holding steady across multiple reporting sites. This stabilization has occurred amidst typical seasonal factors, including established school schedules and the ongoing co-circulation of other respiratory viruses. Laboratory surveillance has confirmed influenza virus circulation, and regional differences in transmission intensity have been noted. Public health guidance, including vaccination campaigns, has remained in effect. The current assessment, accounting for standard reporting lags, indicates that ILI activity has leveled off after its previous increase.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.288956740913609}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.704428098515622, 'r2_linear': 0.5037810540194518, 'diff_z': 0.2239329229146687}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.37879565294955675}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.5504459468638004}}"
